City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Kandava,57.0409,22.7747,80.71,47,100,10.29,LV,1660666882
Boyuibe,-20.4167,-63.2833,82.26,26,2,3.69,BO,1660666882
Oloví,50.2511,12.5588,78.78,40,89,5.08,CZ,1660666882
Rio Grande,-32.035,-52.0986,66.31,46,0,1.77,BR,1660666883
Ghanzi,-21.5667,21.7833,70.29,9,5,5.26,BW,1660666883
Chaiyaphum,15.75,102.0,76.51,88,100,10.31,TH,1660666884
Okakarara,-20.5833,17.4333,78.82,6,1,6.58,NA,1660666884
Oyama,36.3,139.8,81.41,73,100,6.69,JP,1660666884
Nalvo,16.8096,120.5108,74.16,90,100,2.62,PH,1660666885
Lakshettipet,18.8667,79.2167,77.18,87,8,5.59,IN,1660666885
Jinchang,38.4953,102.1739,80.15,43,0,6.67,CN,1660666885
Walvis Bay,-22.9575,14.5053,61.75,67,0,9.22,NA,1660666886
Gouré,13.9835,10.2704,84.02,63,93,7.94,NE,1660666886
Nanortalik,60.1432,-45.2371,43.11,98,100,8.52,GL,1660666886
Gejiu,23.306,103.1635,59.22,93,97,2.77,CN,1660666887
Birao,10.2849,22.7882,72.95,93,100,6.46,CF,1660666887
Iqaluit,63.7506,-68.5145,47.93,66,75,17.27,CA,1660666887
Marsh Harbour,26.5412,-77.0636,85.42,64,15,7.09,BS,1660666888
Muriti,-1.9833,32.9167,73.65,69,91,14.61,TZ,1660666888
La Santisima Trinidad,-14.8333,-64.9,85.98,66,75,9.22,BO,1660666888
Pangai,-19.8,-174.35,74.21,66,100,31.05,TO,1660666888
Port Moresby,-9.4431,147.1797,72.82,88,0,5.75,PG,1660666889
Dawson Creek,55.7666,-120.2362,65.84,55,20,13.8,CA,1660666821
Cabo San Lucas,22.8909,-109.9124,86.5,69,100,9.22,MX,1660666716
Vanavara,60.34,102.2797,46.62,95,98,4.61,RU,1660666891
Charters Towers,-20.1,146.2667,52.23,53,0,8.81,AU,1660666892
Laas,46.6166,10.7002,78.69,62,69,5.01,IT,1660666892
Bandarbeyla,9.4942,50.8122,77.0,82,33,29.04,SO,1660666893
Norman Wells,65.282,-126.8329,62.64,77,75,8.05,CA,1660666894
Touros,-5.1989,-35.4608,82.89,54,13,20.07,BR,1660666894
Oranjestad,12.524,-70.027,87.75,66,40,20.71,AW,1660666638
Hervey Bay,-25.2986,152.8535,56.68,76,57,11.48,AU,1660666895
Bulnes,-36.7423,-72.2985,47.16,97,100,11.59,CL,1660666895
Saint-François,46.4154,3.9054,85.44,30,99,5.75,FR,1660666895
San Quintín,30.4833,-115.95,73.31,80,9,5.95,MX,1660666896
Fare,-16.7,-151.0167,75.24,82,99,18.21,PF,1660666896
Sinnamary,5.3833,-52.95,84.58,62,4,4.29,GF,1660666896
Cedar City,37.6775,-113.0619,73.4,60,20,0.0,US,1660666727
Vardø,70.3705,31.1107,71.58,64,0,10.36,NO,1660666897
Alamosa,37.4695,-105.87,66.18,59,100,0.0,US,1660666897
St. George's,12.0564,-61.7485,89.28,62,20,18.41,GD,1660666897
Warren,39.4334,-84.1666,79.25,61,20,10.36,US,1660666684
Kirakira,-10.4544,161.9205,78.64,79,1,6.64,SB,1660666898
Casas Adobes,32.3234,-110.9951,89.08,50,77,1.99,US,1660666898
Cap Malheureux,-19.9842,57.6142,69.48,78,84,5.01,MU,1660666898
Levokumka,44.2317,43.15,82.26,58,2,20.0,RU,1660666899
Inuvik,68.3499,-133.7218,58.06,88,75,2.3,CA,1660666899
Grindavik,63.8424,-22.4338,54.07,62,75,14.97,IS,1660666899
Christchurch,-43.5333,172.6333,56.32,81,100,9.22,NZ,1660666900
Balikpapan,-1.2675,116.8289,76.19,100,40,1.14,ID,1660666900
Bairiki Village,1.3292,172.9752,80.62,75,49,19.17,KI,1660666900
Saint George,37.1041,-113.5841,85.62,48,0,1.01,US,1660666775
Cairns,-16.9167,145.7667,63.07,90,0,1.14,AU,1660666717
Gamba,-2.65,10.0,73.85,70,32,10.63,GA,1660666901
Broken Hill,-31.95,141.4333,45.79,77,5,2.19,AU,1660666901
Constitución,-35.3333,-72.4167,51.69,93,100,17.58,CL,1660666902
Tateyama,34.9833,139.8667,79.11,89,75,16.11,JP,1660666902
Biak,-0.9131,122.8766,73.06,79,100,5.7,ID,1660666902
Yulara,-25.2406,130.9889,53.46,30,0,6.91,AU,1660666903
Faya,18.3851,42.4509,68.11,67,62,6.22,SA,1660666903
Pochutla,15.7432,-96.4661,84.02,71,82,4.27,MX,1660666903
Barcelos,41.5388,-8.6151,70.92,67,69,12.48,PT,1660666904
Lokoja,7.8024,6.743,81.21,72,88,6.26,NG,1660666752
Acajutla,13.5928,-89.8275,78.62,79,100,5.35,SV,1660666904
Bull Savanna,17.8868,-77.5902,85.15,62,86,12.68,JM,1660666904
Rurrenabaque,-14.4413,-67.5278,85.69,79,75,0.0,BO,1660666906
Bethel,41.3712,-73.414,83.35,45,0,11.5,US,1660666906
Béboto,8.2668,16.939,69.48,98,100,5.84,TD,1660666906
Mabaruma,8.2,-59.7833,82.74,77,23,5.14,GY,1660666907
Yerbogachën,61.2767,108.0108,49.8,96,100,6.4,RU,1660666907
Okhotsk,59.3833,143.3,55.29,91,100,1.1,RU,1660666907
Letlhakane,-21.4167,25.5833,69.35,16,3,4.29,BW,1660666908
Tessalit,20.1986,1.0114,102.47,19,25,11.63,ML,1660666909
Fortuna,40.5982,-124.1573,57.54,100,100,0.0,US,1660666909
Manta,-0.95,-80.7333,76.01,68,58,7.23,EC,1660666910
Beidao,34.5686,105.8933,74.86,77,26,5.14,CN,1660666910
Fria,10.4167,-13.5833,81.16,82,90,6.26,GN,1660666910
Vânători,45.7333,27.25,79.47,52,45,8.28,RO,1660666911
Basco,20.4487,121.9702,83.43,78,100,11.7,PH,1660666911
Pemangkat,1.1667,108.9667,80.2,84,73,8.01,ID,1660666911
Vila Velha,-20.3297,-40.2925,84.15,57,40,14.97,BR,1660666912
Kilindoni,-7.9139,39.6668,75.54,75,16,13.6,TZ,1660666912
Sampit,-2.5333,112.95,76.32,92,100,3.33,ID,1660666912
Codrington,-38.2667,141.9667,44.83,93,100,8.16,AU,1660666912
Havelock,34.8791,-76.9013,80.56,82,100,6.91,US,1660666709
Coahuayana Viejo,18.7333,-103.6833,87.62,58,61,1.03,MX,1660666913
Hong Kong,22.2855,114.1577,86.18,86,4,8.99,HK,1660666757
El Rosario,24.2556,-107.1828,83.73,71,97,5.91,MX,1660666917
Buala,-8.145,159.5921,79.09,77,8,5.03,SB,1660666917
Jalu,29.0331,21.5482,97.56,16,0,16.78,LY,1660666918
Kumul,42.8,93.45,88.84,20,100,14.03,CN,1660666919
Biskamzha,53.4497,89.5272,41.77,96,21,3.31,RU,1660666919
Aklavik,68.2191,-135.0107,51.8,100,100,5.75,CA,1660666919
Beipiao,41.7919,120.7792,66.02,81,0,1.59,CN,1660666920
Naze,28.3667,129.4833,81.52,80,76,11.03,JP,1660666920
Leh,34.1667,77.5833,62.62,59,94,6.69,IN,1660666920
Tiksi,71.6872,128.8694,45.99,88,34,8.57,RU,1660666921
Balkhash,46.844,74.9804,72.19,31,0,10.29,KZ,1660666921
Chivay,-15.6383,-71.6011,58.14,10,58,4.03,PE,1660666921
Seydi,39.4816,62.9137,90.36,12,0,18.45,TM,1660666922
Yelan',50.949,43.7378,82.8,27,100,7.61,RU,1660666923
Laguna,38.421,-121.4238,91.09,44,0,1.99,US,1660666772
Wesselsbron,-27.8549,26.3658,60.67,15,46,6.6,ZA,1660666750
San Luis,-33.295,-66.3356,65.93,18,5,7.29,AR,1660666924
Maceió,-9.6658,-35.7353,85.44,61,75,17.27,BR,1660666924
High Rock,26.6208,-78.2833,87.82,66,43,10.4,BS,1660666924
Port Blair,11.6667,92.75,78.84,89,100,6.91,IN,1660666886
Huánuco,-9.9329,-76.2415,74.8,47,19,7.87,PE,1660666925
Ketchikan,55.3422,-131.6461,61.27,94,100,5.75,US,1660666925
Nola,40.922,14.5329,86.41,70,1,5.99,IT,1660666925
Salalah,17.0151,54.0924,77.09,94,100,5.75,OM,1660666927
San Jose de Guanipa,8.8872,-64.1651,87.64,51,32,11.95,VE,1660666927
Zaysan,47.4667,84.8667,58.1,34,0,7.67,KZ,1660666927
Alexandria,31.2156,29.9553,81.14,65,0,11.56,EG,1660666670
Porto-Novo,6.4965,2.6036,80.42,72,82,11.95,BJ,1660666928
Kudahuvadhoo,2.6708,72.8944,82.71,71,79,10.42,MV,1660666928
Korla,41.7597,86.1469,84.38,26,98,5.39,CN,1660666928
Sørland,67.667,12.6934,55.26,96,100,5.66,NO,1660666929
Beni Mazar,28.4962,30.8029,96.1,21,0,13.02,EG,1660666929
Forsytheganj,52.6333,29.7333,75.18,54,100,10.16,BY,1660666929
Shagonar,51.5333,92.8,54.59,67,78,4.03,RU,1660666930
Sharanga,57.1775,46.5396,66.78,67,100,5.06,RU,1660666811
Tuatapere,-46.1333,167.6833,48.45,96,100,5.79,NZ,1660666930
Lake Havasu City,34.4839,-114.3224,96.46,41,0,4.61,US,1660666840
Ferrol,43.4832,-8.2369,66.58,91,61,14.52,ES,1660666930
Dale,38.1689,-86.99,76.71,73,0,4.61,US,1660666931
Samarai,-10.6167,150.6667,77.61,72,62,15.03,PG,1660666931
Faanui,-16.4833,-151.75,76.26,79,100,18.75,PF,1660666931
Berbera,10.4396,45.0143,90.82,57,25,1.39,SO,1660666831
Esim,4.8699,-2.2405,77.54,70,100,10.13,GH,1660666932
Cururupu,-1.8283,-44.8683,89.78,44,28,5.91,BR,1660666861
Iberia,29.9502,-91.7507,91.96,66,20,4.61,US,1660666932
Hattiesburg,31.3271,-89.2903,91.72,68,0,9.22,US,1660666657
Taoudenni,22.6783,-3.9836,111.13,15,9,15.7,ML,1660666933
Praia,14.9215,-23.5087,86.54,66,20,8.05,CV,1660666933
Aitape,-3.1374,142.3475,77.63,89,88,3.13,PG,1660666933
Khuzhir,53.1939,107.3397,55.76,72,39,8.01,RU,1660666933
Manokwari,-0.8667,134.0833,77.58,82,94,6.6,ID,1660666934
Ningxiang,37.34,111.2052,66.0,71,4,7.38,CN,1660666934
Kemijärvi,66.7131,27.4306,76.26,56,69,9.01,FI,1660666934
Meulaboh,4.1363,96.1285,78.35,83,100,2.26,ID,1660666935
Launceston,-41.45,147.1667,45.16,92,1,4.61,AU,1660666935
Raja,8.4596,25.678,74.01,96,100,2.35,SS,1660666935
Norden,53.6,7.2,78.15,77,57,10.94,DE,1660666936
Olinda,-8.0089,-34.8553,82.13,57,40,11.5,BR,1660666936
Sohag,26.557,31.6948,97.09,15,0,17.83,EG,1660666936
Victor Harbor,-35.5667,138.6167,51.67,91,100,8.05,AU,1660666937
Palāsa,18.7667,84.4167,80.78,86,75,7.96,IN,1660666937
Fairbanks,64.8378,-147.7164,52.83,93,0,5.75,US,1660666650
Bilibino,68.0546,166.4372,41.95,84,100,4.56,RU,1660666939
Aksarka,66.5606,67.7975,46.81,78,100,11.45,RU,1660666939
Alekseyevsk,57.8406,108.3492,49.44,89,98,8.16,RU,1660666939
Show Low,34.2542,-110.0298,75.07,60,27,1.28,US,1660666940
Jiaojiang,28.6803,121.4428,80.1,92,100,6.73,CN,1660666940
Grand-Bourg,15.8835,-61.3148,88.0,79,16,14.81,GP,1660666940
Nanaimo,49.1663,-123.936,72.05,76,20,6.91,CA,1660666815
Dingle,10.9995,122.6711,75.76,90,95,4.16,PH,1660666941
Bonfim,3.0833,-59.95,88.59,54,3,6.33,BR,1660666941
Lagoa,39.05,-27.9833,71.06,66,38,14.09,PT,1660666941
Manono,-7.3,27.4167,90.77,15,16,5.99,CD,1660666942
Palmer,42.1584,-72.3287,84.24,37,75,6.91,US,1660666923
Denpasar,-8.65,115.2167,78.46,88,20,9.22,ID,1660666650
Russell,32.3502,-85.1999,88.97,62,0,5.88,US,1660666942
Caiapônia,-16.9567,-51.8103,89.28,21,5,10.31,BR,1660666943
Yambio,4.5721,28.3955,69.44,96,100,6.4,SS,1660666943
Sola,-13.8833,167.55,79.83,79,27,11.99,VU,1660666943
Marawi,7.9986,124.2928,69.13,94,100,4.21,PH,1660666944
Davidson,36.1501,-86.7833,79.03,76,100,8.05,US,1660666944
Grand Gaube,-20.0064,57.6608,70.2,78,82,5.01,MU,1660666944
Chhoti Sādri,24.3833,74.7,72.73,98,100,21.27,IN,1660666945
Kamaishi,39.2667,141.8833,73.22,87,99,5.99,JP,1660666945
Orta Nova,41.3299,15.7107,87.94,45,20,12.66,IT,1660666945
Alyangula,-13.8483,136.4192,68.27,64,80,10.69,AU,1660666946
Fort-Shevchenko,44.5086,50.263,89.35,39,0,11.12,KZ,1660666946
Hanzhong,33.0728,107.0303,80.19,74,64,1.59,CN,1660666947
Nova Olímpia,-14.7972,-57.2881,94.41,28,54,3.96,BR,1660666947
Paris,48.8534,2.3488,84.87,57,40,9.22,FR,1660666557
Kabinda,-6.1333,24.4833,91.13,19,42,1.86,CD,1660666947
Kawalu,-7.3817,108.2082,71.78,98,86,1.48,ID,1660666948
Fort Nelson,58.8053,-122.7002,62.19,67,75,4.61,CA,1660666948
Husavik,66.0449,-17.3389,49.69,64,9,7.16,IS,1660666948
Hofn,64.2539,-15.2082,49.53,59,0,9.19,IS,1660666949
Letterkenny,54.95,-7.7333,62.49,57,58,15.86,IE,1660666949
Sabzawār,36.2126,57.6819,87.08,13,0,13.8,IR,1660666949
Sun Valley,39.5963,-119.776,82.0,24,75,3.44,US,1660666950
Shihezi,44.3,86.0333,77.86,38,76,4.27,CN,1660666950
Corn Island,12.1694,-83.0418,78.85,80,75,1.72,NI,1660666950
Mēga,4.05,38.3,64.96,59,35,15.26,ET,1660666951
Māndal,25.45,74.5667,76.23,92,93,15.95,IN,1660666951
Waingapu,-9.6567,120.2641,73.96,81,46,8.21,ID,1660666952
Korhogo,9.45,-5.6333,74.68,89,100,7.83,CI,1660666952
Itoman,26.1247,127.6694,84.22,84,3,9.22,JP,1660666953
Salta,-24.7859,-65.4117,70.57,35,0,4.61,AR,1660666953
Clyde River,70.4692,-68.5914,43.03,87,75,20.71,CA,1660666954
Belaya Gora,68.5333,146.4167,46.71,71,92,7.58,RU,1660666954
Nouadhibou,20.931,-17.0347,78.78,69,3,24.16,MR,1660666954
Rodolfo Sánchez Taboada,31.7167,-116.5667,80.08,65,2,4.36,MX,1660666955
Assiut,27.181,31.1837,97.16,18,0,15.66,EG,1660666807
Ambositra,-20.5167,47.25,56.46,97,2,3.83,MG,1660666955
Loukhi,66.0764,33.0381,75.52,53,8,4.65,RU,1660666955
Olafsvik,64.8945,-23.7142,50.41,57,26,6.33,IS,1660666956
Damietta,31.4165,31.8133,82.29,66,0,10.92,EG,1660666956
Independence,39.0911,-94.4155,67.33,94,100,9.22,US,1660666737
Avera,33.194,-82.5271,80.11,75,81,7.78,US,1660666956
Amapá,1.0,-52.0,93.85,38,11,2.95,BR,1660666957
Esna,25.2934,32.554,98.62,11,9,14.72,EG,1660666957
Hohhot,40.8106,111.6522,66.49,88,0,4.47,CN,1660666820
Portree,57.4129,-6.1942,57.52,72,99,16.73,GB,1660666957
Paso de Carrasco,-34.8603,-56.0522,62.74,29,0,17.27,UY,1660666958
Atambua,-9.1061,124.8925,69.28,81,71,4.72,ID,1660666958
Safi,32.2994,-9.2372,73.98,66,0,17.69,MA,1660666959
Kaputa,-8.4689,29.6619,81.61,24,8,3.71,ZM,1660666959
Gmina Połaniec,50.4332,21.2812,79.92,72,100,1.01,PL,1660666959
Azare,11.6765,10.1948,78.3,70,94,9.08,NG,1660666960
Lokosovo,61.1333,74.8167,48.43,92,98,7.87,RU,1660666883
Nago,26.5881,127.9761,82.83,81,16,8.81,JP,1660666960
Tarko-Sale,64.9225,77.785,48.58,68,100,14.09,RU,1660666960
Cachoeira,-12.6183,-38.9558,78.75,65,53,9.8,BR,1660666961
Berlevåg,70.8578,29.0864,78.6,60,100,11.5,NO,1660666961
Kargil,34.5667,76.1,59.94,55,85,8.25,IN,1660666961
Mufulira,-12.5498,28.2407,75.45,25,55,6.17,ZM,1660666961
Saint-Pierre,-21.3393,55.4781,69.91,69,0,3.44,RE,1660666962
Erzurum Province,40.0,41.5,83.88,9,0,6.02,TR,1660666962
Vetapālem,15.7833,80.3167,84.0,79,70,12.82,IN,1660666962
Nikel,69.4128,30.222,78.98,59,72,16.35,RU,1660666963
Znamenskoye,57.1281,73.8282,49.86,92,100,7.14,RU,1660666753
Shahr-e Bābak,30.1165,55.1186,81.43,11,0,18.63,IR,1660666963
Heyang,26.1011,107.473,71.2,96,100,3.06,CN,1660666964
Astoria,46.1879,-123.8313,66.09,81,0,4.61,US,1660666964
Beisfjord,68.3751,17.5988,66.25,79,99,2.44,NO,1660666964
Jackson,42.4165,-122.8345,74.05,57,0,1.01,US,1660666964
Barberton,-25.7884,31.0532,66.29,38,17,2.24,ZA,1660666965
Luganville,-15.5333,167.1667,76.86,91,68,10.4,VU,1660666965
Dumas,35.8656,-101.9732,80.62,65,0,8.05,US,1660666953
Tyrma,50.0833,132.1667,56.84,87,34,1.1,RU,1660666965
Umluj,25.0213,37.2685,87.24,71,6,9.66,SA,1660666966
Shenjiamen,29.9576,122.298,81.07,91,100,15.23,CN,1660666966
La Palma,33.8464,-118.0467,89.91,68,20,4.0,US,1660666966
Philadelphia,39.9523,-75.1638,82.51,47,75,16.11,US,1660666822
Bilma,18.6853,12.9164,100.17,21,7,4.14,NE,1660666968
Asău,46.4333,26.4,68.92,77,95,2.19,RO,1660666968
Lavumisa,-27.31,31.892,67.57,34,1,5.48,SZ,1660666970
Kalmunai,7.4167,81.8167,81.54,71,98,16.11,LK,1660666971
Petauke,-14.2426,31.3253,72.28,37,47,5.61,ZM,1660666971
Praxédis Guerrero,31.3667,-106.0167,80.06,54,39,15.97,MX,1660666972
Comandău,45.7667,26.2667,66.87,77,44,2.8,RO,1660666972
Eilat,29.5581,34.9482,100.24,30,0,14.97,IL,1660666972
Sembakung,3.8167,117.25,73.9,98,86,1.21,ID,1660666972
Oxbow,49.2333,-102.1676,73.63,85,83,5.73,CA,1660666974
Odda,60.0691,6.5457,66.78,95,100,2.95,NO,1660666974
North Platte,41.1239,-100.7654,65.12,90,100,9.22,US,1660666929
Bolobo,-2.1667,16.2333,90.52,30,12,1.66,CD,1660666975
Colonia Carlos Antonio López,-26.4,-54.7667,66.69,88,100,5.14,PY,1660666975
Limbang,4.75,115.0,80.71,96,97,1.48,MY,1660666975
Wanning,18.8003,110.3967,80.19,89,100,8.57,CN,1660666975
Ürümqi,43.801,87.6005,76.15,44,0,2.24,CN,1660666977
Pūnāhāna,27.8667,77.2,81.61,74,63,15.75,IN,1660666977
Nantucket,41.2835,-70.0995,78.94,57,75,17.27,US,1660666979
Algiers,36.7525,3.042,84.02,35,75,9.22,DZ,1660666910
Niono,14.2526,-5.993,75.25,77,100,6.73,ML,1660666979
Petropavlovsk-Kamchatskiy,53.0452,158.6483,54.19,88,0,4.47,RU,1660666979
Forestville,38.8451,-76.875,81.54,55,20,11.5,US,1660666980
Gweru,-19.45,29.8167,66.72,32,0,8.55,ZW,1660666980
Blagoyevo,63.3667,47.9167,63.14,75,100,2.1,RU,1660666980
Vestmannaeyjar,63.4427,-20.2734,52.79,71,75,6.91,IS,1660666982
La Providencia,28.7167,-111.5833,89.2,77,100,9.93,MX,1660666983
Ulaanbaatar,47.9077,106.8832,62.73,72,40,8.95,MN,1660666800
Jais,26.25,81.5333,84.7,67,72,5.64,IN,1660666983
Pouembout,-21.1333,164.9,69.37,94,94,4.25,NC,1660666984
Hadžići,43.8222,18.2067,76.33,57,20,4.61,BA,1660666985
Ahipara,-35.1667,173.1667,61.66,91,100,21.21,NZ,1660666986
